numero,title,text,link,fecha,file
101,DECRETO 101 DEL 28 DE ENERO DE 2020,Por el cual se hace una designación como Embajador no Residente,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 101 DEL 28 DE ENERO DE 2020.pdf,28 DE ENERO DE 2020,DECRETO 101 DEL 28 DE ENERO DE 2020.pdf
100,DECRETO 100 DEL 28 DE ENERO DE 2020,Por el cual se crea la Comisión Intersectorial para el Departamento de La Guajira,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 100 DEL 28 DE ENERO DE 2020.pdf,28 DE ENERO DE 2020,DECRETO 100 DEL 28 DE ENERO DE 2020.pdf
99,DECRETO 99 EL 28 DE ENERO DE 2020,Por el cual se designa Secretario Jurídico ad-hoc de la Presidencia de la República,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 99 EL 28 DE ENERO DE 2020.pdf,28 DE ENERO DE 2020,DECRETO 99 EL 28 DE ENERO DE 2020.pdf
98,DECRETO 98 EL 28 DE ENERO DE 2020,"Por el cual se adicionan el Decreto 1082 de 2015 Único Reglamentario del Sector Administrativo de Planeación Nacional y el Decreto 1073 de 2015 Único Reglamentario del Sector Administrativo de Minas y Energía, en lo relacionado con los proyectos que se ejecuten a través de modalidad de obras por regalías para el desarrollo de las entidades territoriales",https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 98 EL 28 DE ENERO DE 2020.pdf,28 DE ENERO DE 2020,DECRETO 98 EL 28 DE ENERO DE 2020.pdf
97,DECRETO 97 EL 28 DE ENERO DE 2020,Por el cual se reglamenta parcialmente el artículo 77 de la Ley 2008 de 2019 por medio de la cual se decreta el Presupuesto de Rentas y Recursos de Capital y Ley de Apropiaciones para la vigencia fiscal del 10. de enero al 31 de diciembre de 2020,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 97 EL 28 DE ENERO DE 2020.pdf,28 DE ENERO DE 2020,DECRETO 97 EL 28 DE ENERO DE 2020.pdf
96,DECRETO 96 EL 28 DE ENERO DE 2020,"Por el cual se reglamenta el parágrafo 2° del artículo 850 del Estatuto Tributario y se modifica el Decreto 1625 de 2016, Único Reglamentario en Materia Tributaria",https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 96 EL 28 DE ENERO DE 2020.pdf,28 DE ENERO DE 2020,DECRETO 96 EL 28 DE ENERO DE 2020.pdf
95,DECRETO 95 EL 28 DE ENERO DE 2020,Por el cual se adiciona un parágrafo al artículo 2 del Decreto 2519 de 2011,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 95 EL 28 DE ENERO DE 2020.pdf,28 DE ENERO DE 2020,DECRETO 95 EL 28 DE ENERO DE 2020.pdf
94,DECRETO 94 EL 28 DE ENERO DE 2020,Por el cual se hace una designación,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 94 EL 28 DE ENERO DE 2020.pdf,28 DE ENERO DE 2020,DECRETO 94 EL 28 DE ENERO DE 2020.pdf
78,DECRETO 78 EL 28 DE ENERO DE 2020,"Por el cual se deroga el parágrafo del Artículo 2.2.1.7.9.6., modifica los Artículos 2.2.1.7.9.6. Y 2.2.1.7.9.8., de la Sección 9, del Capítulo 7, Título 1, de la Parle 2, del Libro 2 del Decreto 1074 de 2015 Decreto Único Reglamentario del Sector Comercio, Industria y Turismo, modificados por el Artículo 3° del Decreto 1595 de 2015 yel Decreto 1366 de 2018. de la Sección 9, del Capítulo 7, del Título 1, de la Parte 2, del Libro 2 del Decreto 1074 de 2015 Decreto Único Reglamentario del Sector Comercio, Industria y Turismo, los cuales fueron modificados por el artículo 3° del Decreto 1595 de 2015 y por el Decreto 1366 de 2018""",https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 78 EL 28 DE ENERO DE 2020.pdf,28 DE ENERO DE 2020,DECRETO 78 EL 28 DE ENERO DE 2020.pdf
71,DECRETO 71 DEL 24 DE ENERO DE 2020,"Por el cual se establece y regula el Sistema Específico de Carrera de los empleados públicos de la Unidad Administrativa Especial Dirección de Impuestos y Aduanas Nacionales, y se expiden normas relacionadas con la administración y gestión del talento humano de la DIAN.",https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 71 DEL 24 DE ENERO DE 2020.pdf,24 DE ENERO DE 2020,DECRETO 71 DEL 24 DE ENERO DE 2020.pdf
65,DECRETO 65 DEL 20 DE ENERO DE 2020,Por el cual se modifica parcialmente el Decreto Único Reglamentario 1074 de 2015 en diversas materias relativas a los procesos concursales,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 65 DEL 20 DE ENERO DE 2020.pdf,20 DE ENERO DE 2020,DECRETO 65 DEL 20 DE ENERO DE 2020.pdf
64,DECRETO 64 DEL 20 DE ENERO DE 2020,"Por el cual se modifican los artículos 2.1.3.11, 2.1.3.13, 2.1.5.1, 2.1.7.7, 2.1.7.8 Y 2.1.3.17, y se adicionan los artículos 2.1.5.4 y 2.1.5.5 del Decreto 780 de 2016, en relación con los afiliados al régimen subsidiado, la afiliación de oficio y se dictan otras disposiciones",https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 64 DEL 20 DE ENERO DE 2020.pdf,20 DE ENERO DE 2020,DECRETO 64 DEL 20 DE ENERO DE 2020.pdf
63,DECRETO 63 DEL 20 DE ENERO DE 2020,Por medio del cual se modifica el Decreto 749 de 2018 por el cual se crea la Comisión Intersectorial para el Departamento del Chocó,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 63 DEL 20 DE ENERO DE 2020.pdf,20 DE ENERO DE 2020,DECRETO 63 DEL 20 DE ENERO DE 2020.pdf
58,DECRETO 58 DEL 20 DE ENERO DE 2020,Por el cual se sustituye el Título 5 de la Parte 6 del Libro 2 del Decreto 1068 de 2015 Único Reglamentario del Sector Hacienda y Crédito Público y se reglamentan los artículos 8 y 9 de la Ley 1966 de 2019,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 58 DEL 20 DE ENERO DE 2020.pdf,20 DE ENERO DE 2020,DECRETO 58 DEL 20 DE ENERO DE 2020.pdf
56,DECRETO 56 DEL 20 DE ENERO DE 2020,Por el cual se prorroga el proceso de liquidación de la Autoridad Nacional de Televisión,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 56 DEL 20 DE ENERO DE 2020.pdf,20 DE ENERO DE 2020,DECRETO 56 DEL 20 DE ENERO DE 2020.pdf
53,DECRETO 53 DEL 19 DE ENERO DE 2020,Por el cual se delegan las funciones legales y unas funciones constitucionales,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 53 DEL 19 DE ENERO DE 2020.pdf,19 DE ENERO DE 2020,DECRETO 53 DEL 19 DE ENERO DE 2020.pdf
46,DECRETO 46 DEL 16 DE ENERO DE 2020,Por el cual se modifican disposiciones del Decreto 1077 de 2015 en relación con los precios máximos de la Vivienda de Interés Social y la Vivienda de Interés Prioritario,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 46 DEL 16 DE ENERO DE 2020.pdf,16 DE ENERO DE 2020,DECRETO 46 DEL 16 DE ENERO DE 2020.pdf
45,DECRETO 45 DEL 16 DE ENERO DE 2020,Por el cual se hace un nombramiento en la Unidad Administrativa Especial Migración Colombia,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 45 DEL 16 DE ENERO DE 2020.pdf,16 DE ENERO DE 2020,DECRETO 45 DEL 16 DE ENERO DE 2020.pdf
44,DECRETO 44 DEL 16 DE ENERO DE 2020,Por el cual se delegan las funciones legales y unas funciones constitucionales,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 44 DEL 16 DE ENERO DE 2020.pdf,16 DE ENERO DE 2020,DECRETO 44 DEL 16 DE ENERO DE 2020.pdf
42,DECRETO 42 DEL 16 DE ENERO DE 2020,"Por el cual se adiciona el capítulo 8 al Título 9 de la Parte 2 del Libro 2 del Decreto 1082 de 2015 en relación con las condiciones de asunción por la Nación del pasivo pensional y prestacional, así como del pasivo asociado al Fondo Empresarial, a cargo de Electrificadora del Caribe S.A. E.S.P.",https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 42 DEL 16 DE ENERO DE 2020.pdf,16 DE ENERO DE 2020,DECRETO 42 DEL 16 DE ENERO DE 2020.pdf
41,DECRETO 41 DEL 16 DE ENERO DE 2020,Por el cual se designan unos representantes principales y un suplente del presidente de la República en la Junta Directiva de Metro Cali S.A. y se aceptan unas renuncias,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 41 DEL 16 DE ENERO DE 2020.pdf,16 DE ENERO DE 2020,DECRETO 41 DEL 16 DE ENERO DE 2020.pdf
38,DECRETO 38 DEL 16 DE ENERO DE 2020,Por el cual se hace un traslado dentro de la planta externa del Ministerio de Relaciones Exteriores,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 38 DEL 16 DE ENERO DE 2020.pdf,16 DE ENERO DE 2020,DECRETO 38 DEL 16 DE ENERO DE 2020.pdf
37,DECRETO 37 DEL 16 DE ENERO DE 2020,Por el cual se hace un traslado dentro de la planta externa del Ministerio de Relaciones Exteriores,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 37 DEL 16 DE ENERO DE 2020.pdf,16 DE ENERO DE 2020,DECRETO 37 DEL 16 DE ENERO DE 2020.pdf
34,DECRETO 34 DEL 16 DE ENERO DE 2020,Por el cual se efectúa un nombramiento ordinario en la planta de personal de la Dirección Nacional de Bomberos,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 34 DEL 16 DE ENERO DE 2020.pdf,16 DE ENERO DE 2020,DECRETO 34 DEL 16 DE ENERO DE 2020.pdf
33,DECRETO 33 DEL 16 DE ENERO DE 2020,"Por el cual se designa un miembro del sector privado en el
Consejo Directivo del Fondo Adaptación",https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 33 DEL 16 DE ENERO DE 2020.pdf,16 DE ENERO DE 2020,DECRETO 33 DEL 16 DE ENERO DE 2020.pdf
32,DECRETO 32 DEL 16 DE ENERO DE 2020,"Por el cual se designa un miembro del sector privado en el
Consejo Directivo del Fondo Adaptación",https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 32 DEL 16 DE ENERO DE 2020.pdf,16 DE ENERO DE 2020,DECRETO 32 DEL 16 DE ENERO DE 2020.pdf
31,DECRETO 31 DEL 16 DE ENERO DE 2020,Por el cual se nombra un miembro principal y un miembro suplente en la Junta Directiva de la Cámara de Comercio de Florencia para el Caquetá,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 31 DEL 16 DE ENERO DE 2020.pdf,16 DE ENERO DE 2020,DECRETO 31 DEL 16 DE ENERO DE 2020.pdf
25,DECRETO 25 DEL 10 DE ENERO DE 2020,Por el cual se hace un nombramiento,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 25 DEL 10 DE ENERO DE 2020.pdf,10 DE ENERO DE 2020,DECRETO 25 DEL 10 DE ENERO DE 2020.pdf
22,DECRETO 22 DEL 09 DE ENERO DE 2020,"Por el cual se acepta una renuncia y hace un nombramiento en el
Ministerio de Defensa Nacional",https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 22 DEL 09 DE ENERO DE 2020.pdf,09 DE ENERO DE 2020,DECRETO 22 DEL 09 DE ENERO DE 2020.pdf
12,DECRETO 12 DEL 09 DE ENERO DE 2020,Por el cual se delegan funciones legales y una constitucionales,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 12 DEL 09 DE ENERO DE 2020.pdf,09 DE ENERO DE 2020,DECRETO 12 DEL 09 DE ENERO DE 2020.pdf
5,DECRETO 05 DEL 07 DE ENERO DE 2020,"Por el cual se efectúa la delegación del delegado del Presidente de la República en la Comisión Asesora de Beneficios, Costos, Tarifas y Condiciones de Operación del Aseguramiento en Salud",https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 05 DEL 07 DE ENERO DE 2020.pdf,07 DE ENERO DE 2020,DECRETO 05 DEL 07 DE ENERO DE 2020.pdf
4,DECRETO 04 DEL 07 DE ENERO DE 2020,Por medio del cual se hace un nombramiento ordinario,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 04 DEL 07 DE ENERO DE 2020.pdf,07 DE ENERO DE 2020,DECRETO 04 DEL 07 DE ENERO DE 2020.pdf
3,DECRETO 03 DEL 07 DE ENERO DE 2020,Por medio del cual se hace un nombramiento,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 03 DEL 07 DE ENERO DE 2020.pdf,07 DE ENERO DE 2020,DECRETO 03 DEL 07 DE ENERO DE 2020.pdf
328,DECRETO 328 DEL 28 DE FEBRERO DE 2020,"Por el cual se fijan lineamientos para adelantar Proyectos Piloto de Investigación Integral -PPII sobre Yacimientos No Convencionales -YNC de hidrocarburos con la utilización de la técnica de Fracturamiento Hidráulico Multietapa con Perforación Horizontal-FH-PH, y se dictan otras disposiciones",https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 328 DEL 28 DE FEBRERO DE 2020.pdf,28 DE FEBRERO DE 2020,DECRETO 328 DEL 28 DE FEBRERO DE 2020.pdf
321,DECRETO 321 DEL 27 DE FEBRERO DE 2020,"Por el cual se crea el Comité Especial de la Ley 1919 de 2018 ""Por medio de la cual se rinde honores a la memoria y obra del expresidente Julio Cesar Turbay Ayala, con ocasión del primer centenario de su natalicio"".",https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 321 DEL 27 DE FEBRERO DE 2020.pdf,27 DE FEBRERO DE 2020,DECRETO 321 DEL 27 DE FEBRERO DE 2020.pdf
320,DECRETO 320 DEL 27 DE FEBRERO DE 2020,Por el cual se fijan las escalas de remuneración correspondientes a las distintas categorías de empleos de la Contraloría General de la República y de la planta transitoria y se dictan otras disposiciones.,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 320 DEL 27 DE FEBRERO DE 2020.pdf,27 DE FEBRERO DE 2020,DECRETO 320 DEL 27 DE FEBRERO DE 2020.pdf
319,DECRETO 319 DEL 27 DE FEBRERO DE 2020,"Por el cual se modifica la remuneración de los servidores públicos docentes y directivos docentes al servicio del Estado en los niveles de preescolar, básica y media y se dictan otras disposiciones de carácter salarial para el sector educativo estatal.",https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 319 DEL 27 DE FEBRERO DE 2020.pdf,27 DE FEBRERO DE 2020,DECRETO 319 DEL 27 DE FEBRERO DE 2020.pdf
318,DECRETO 318 DEL 27 DE FEBRERO DE 2020,"Por el cual se fijan los sueldos básicos para el personal de Oficiales y Suboficiales de las Fuerzas Militares; Oficiales, Suboficiales y Agentes de la Policía Nacional; Personal del Nivel Ejecutivo de la Policía Nacional, y Empleados Públicos del Ministerio de Defensa, las Fuerzas Militares y la Policía Nacional; se establecen bonificaciones para Alféreces, Guardiamarinas, Pilotines, Grumetes y Soldados, se modifican las comisiones y se dictan otras disposiciones en materia salarial.",https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 318 DEL 27 DE FEBRERO DE 2020.pdf,27 DE FEBRERO DE 2020,DECRETO 318 DEL 27 DE FEBRERO DE 2020.pdf
317,DECRETO 317 DEL 27 DE FEBRERO DE 2020,"Por el cual se establece la remuneración de los servidores públicos etnoeducadores docentes y directivos docentes que atiendan población indígena en territorios indígenas, en los niveles de preescolar, básica y media, y se dictan otras
disposiciones de carácter salarial",https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 317 DEL 27 DE FEBRERO DE 2020.pdf,27 DE FEBRERO DE 2020,DECRETO 317 DEL 27 DE FEBRERO DE 2020.pdf
316,DECRETO 316 DEL 27 DE FEBRERO DE 2020,Por el cual se fijan las escalas de asignaciones básicas de la Registraduría Nacional del Estado Civil y se dictan otras disposiciones.,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 316 DEL 27 DE FEBRERO DE 2020.pdf,27 DE FEBRERO DE 2020,DECRETO 316 DEL 27 DE FEBRERO DE 2020.pdf
315,DECRETO 315 DEL 27 DE FEBRERO DE 2020,Por el cual se fijan las escalas de asignación básica de los empleos del Departamento Administrativo de la Presidencia de la República y se dictan otras disposiciones en materia salarial,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 315 DEL 27 DE FEBRERO DE 2020.pdf,27 DE FEBRERO DE 2020,DECRETO 315 DEL 27 DE FEBRERO DE 2020.pdf
314,DECRETO 314 DEL 27 DE FEBRERO DE 2020,"Por el cual se fijan los límites máximos salariales de los Gobernadores, Alcaldes y empleados públicos de las entidades territoriales y se dictan disposiciones en materia prestacional",https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 314 DEL 27 DE FEBRERO DE 2020.pdf,27 DE FEBRERO DE 2020,DECRETO 314 DEL 27 DE FEBRERO DE 2020.pdf
313,DECRETO 313 DEL 27 DE FEBRERO DE 2020,Por el cual se establece la escala de asignación básica para los empleos de la Unidad Administrativa Especial de Aeronáutica Civil y se dictan otras disposiciones en materia salarial,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 313 DEL 27 DE FEBRERO DE 2020.pdf,27 DE FEBRERO DE 2020,DECRETO 313 DEL 27 DE FEBRERO DE 2020.pdf
312,DECRETO 312 DEL 27 DE FEBRERO DE 2020,Por el cual se dictan disposiciones en materia salarial para el personal de empleados públicos docentes del Instituto Pedagógico Nacional,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 312 DEL 27 DE FEBRERO DE 2020.pdf,27 DE FEBRERO DE 2020,DECRETO 312 DEL 27 DE FEBRERO DE 2020.pdf
311,DECRETO 311 DEL 27 DE FEBRERO DE 2020,"Por el cual se establece el régimen salarial y prestacional para el personal de empleados públicos docentes de los Colegios Mayores, Instituciones Tecnológicas, Instituciones Universitarias o Escuelas Tecnológicas e Instituciones Técnicas Profesionales del Orden Nacional y se dictan otras disposiciones en materia salarial",https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 311 DEL 27 DE FEBRERO DE 2020.pdf,27 DE FEBRERO DE 2020,DECRETO 311 DEL 27 DE FEBRERO DE 2020.pdf
310,DECRETO 310 DEL 27 DE FEBRERO DE 2020,Por el cual se dictan disposiciones en materia salarial y prestacional para los empleados públicos docentes y administrativos de las Universidades Estatales u Oficiales,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 310 DEL 27 DE FEBRERO DE 2020.pdf,27 DE FEBRERO DE 2020,DECRETO 310 DEL 27 DE FEBRERO DE 2020.pdf
309,DECRETO 309 DEL 27 DE FEBRERO DE 2020,Por el cual se fija la escala salarial para los empleos públicos del Congreso de la República y se dictan otras disposiciones en materia salarial,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 309 DEL 27 DE FEBRERO DE 2020.pdf,27 DE FEBRERO DE 2020,DECRETO 309 DEL 27 DE FEBRERO DE 2020.pdf
308,DECRETO 308 DEL 27 DE FEBRERO DE 2020,"Por el cual se fijan las escalas de asignación básica de los empleos públicos de los empleados civiles no uniformados del Ministerio de Defensa Nacional, de sus entidades descentralizadas, adscritas y vinculadas, las Fuerzas Militares y la Policía Nacional, y de los servidores públicos del
Departamento Administrativo de Seguridad -DAS -Suprimido, incorporados a la Policía Nacional",https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 308 DEL 27 DE FEBRERO DE 2020.pdf,27 DE FEBRERO DE 2020,DECRETO 308 DEL 27 DE FEBRERO DE 2020.pdf
